Breed Image,Breed Name,Breed Group,Breed Description,Origin,Coat Pattern,Coat Length,Health Issues,Lifespan,Good With,Shedding Amount,Playfulness,Affection Level,Activity Level,Tendency to Vocalize,Exercise Needs,Good with Cats,Good with Dogs,Good with Children,Good with Families,Lifespan Min Years,Lifespan Up to + Years
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1RuBivBilnfv3J5AOd1Nco%2F453685cb61f234bf06aa7aa01f3867e7%2Fhighlander-cat.jpg&w=1080&q=75,Highlander Cat,Other Breeds,"The Highlander cat, originally called the Highland Lynx, is a young breed dating back to the early 1990s. While wild-looking, this kitty does not have any wild cat blood. The cats of this beautiful breed are recognizable by their  signature curled ears and short expressive tails. These wild-looking kitties are highly intelligent, extremely affectionate, and known to make wonderful additions to both family and single person households.",USA,"Variety of patterns including solid, tabby, tortoiseshell",Longhair,No strongly associated genetic conditions,10-15 years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,Low,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6LQU2th6ohfHdA96y5D6yF%2Fdd9f8ddeed925798d2daa9ec2e2da665%2Focicat-cat.jpg&w=1080&q=75,Ocicat,Other Breeds,"The Ocicat is a wild-looking beauty without a drop of wild blood. These domestic cats are very curious and incredibly clever. They do well in family households and are known to bond deeply with their favorite human(s). They also enjoy the company of other pets, especially ones with whom they can engage in lots of play and mischief!",USA,"Spotted, ticked, classic tabby, solid, and pointed",Shorthair,Generally healthy breed,10-15 years,"Families, children, cats, cat-friendly dogs",Low,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6LQU2th6ohfHdA96y5D6yF%2Fdd9f8ddeed925798d2daa9ec2e2da665%2Focicat-cat.jpg&w=1080&q=75,Ocicat,Other Breeds,"The Ocicat is a wild-looking beauty without a drop of wild blood. These domestic cats are very curious and incredibly clever. They do well in family households and are known to bond deeply with their favorite human(s). They also enjoy the company of other pets, especially ones with whom they can engage in lots of play and mischief!",USA,"Spotted, ticked, classic tabby, solid, and pointed",Shorthair,Progressive retinal atrophy,10-15 years,"Families, children, cats, cat-friendly dogs",Low,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6LQU2th6ohfHdA96y5D6yF%2Fdd9f8ddeed925798d2daa9ec2e2da665%2Focicat-cat.jpg&w=1080&q=75,Ocicat,Other Breeds,"The Ocicat is a wild-looking beauty without a drop of wild blood. These domestic cats are very curious and incredibly clever. They do well in family households and are known to bond deeply with their favorite human(s). They also enjoy the company of other pets, especially ones with whom they can engage in lots of play and mischief!",USA,"Spotted, ticked, classic tabby, solid, and pointed",Shorthair,Renal amyloidosis (rare),10-15 years,"Families, children, cats, cat-friendly dogs",Low,High,High,High,High,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1mH8vuODSIT7EJMIjCfOtg%2Fc433a307121c1bc97387dacccffe48e3%2Fcornish-rex.jpg&w=1080&q=75,Cornish Rex,Western Breeds,"This sleek and slender kitty has a big personality wrapped within its signature kinky-curled coat. Always at the ready for fun and play, the Cornish Rex is a cat that will keep you on your toes and thoroughly entertained.",UK,Variety of patterns,Shorthair,Patellar luxation,8-13+ years,"Families, children, cats, cat-friendly dogs",Low,High,High,High,Medium,High,1,1,1,1,8,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1mH8vuODSIT7EJMIjCfOtg%2Fc433a307121c1bc97387dacccffe48e3%2Fcornish-rex.jpg&w=1080&q=75,Cornish Rex,Western Breeds,"This sleek and slender kitty has a big personality wrapped within its signature kinky-curled coat. Always at the ready for fun and play, the Cornish Rex is a cat that will keep you on your toes and thoroughly entertained.",UK,Variety of patterns,Shorthair,Hypertrophic cardiomyopathy (HCM),8-13+ years,"Families, children, cats, cat-friendly dogs",Low,High,High,High,Medium,High,1,1,1,1,8,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1mH8vuODSIT7EJMIjCfOtg%2Fc433a307121c1bc97387dacccffe48e3%2Fcornish-rex.jpg&w=1080&q=75,Cornish Rex,Western Breeds,"This sleek and slender kitty has a big personality wrapped within its signature kinky-curled coat. Always at the ready for fun and play, the Cornish Rex is a cat that will keep you on your toes and thoroughly entertained.",UK,Variety of patterns,Shorthair,Skin conditions,8-13+ years,"Families, children, cats, cat-friendly dogs",Low,High,High,High,Medium,High,1,1,1,1,8,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1mH8vuODSIT7EJMIjCfOtg%2Fc433a307121c1bc97387dacccffe48e3%2Fcornish-rex.jpg&w=1080&q=75,Cornish Rex,Western Breeds,"This sleek and slender kitty has a big personality wrapped within its signature kinky-curled coat. Always at the ready for fun and play, the Cornish Rex is a cat that will keep you on your toes and thoroughly entertained.",UK,Variety of patterns,Shorthair,Polycystic kidney disease (PKD),8-13+ years,"Families, children, cats, cat-friendly dogs",Low,High,High,High,Medium,High,1,1,1,1,8,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7Me5kw2kdeb56vuIUw5W5P%2F8082596f2fcc2d13791e0b5ac067a1ba%2FAmerican_Curl_Cat-resize.jpg&w=1080&q=75,American Curl,Other Breeds,"The American Curl is an intelligent, loyal, and loving kitty. Affectionately known as the ""Peter Pan"" of cats, they are known to retain their kitten energy well into their senior years. They often have tufted tails and sport ears with an elegant backwards curl, said to resemble the fanned and tufted ear features of the Lynx.",USA,Variety of patterns,Shorthair,Can be prone to ear infection,10-20 years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,Medium,High,1,1,1,1,10,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7Me5kw2kdeb56vuIUw5W5P%2F8082596f2fcc2d13791e0b5ac067a1ba%2FAmerican_Curl_Cat-resize.jpg&w=1080&q=75,American Curl,Other Breeds,"The American Curl is an intelligent, loyal, and loving kitty. Affectionately known as the ""Peter Pan"" of cats, they are known to retain their kitten energy well into their senior years. They often have tufted tails and sport ears with an elegant backwards curl, said to resemble the fanned and tufted ear features of the Lynx.",USA,Variety of patterns,Shorthair,Generally healthy breed,10-20 years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,Medium,High,1,1,1,1,10,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7Me5kw2kdeb56vuIUw5W5P%2F8082596f2fcc2d13791e0b5ac067a1ba%2FAmerican_Curl_Cat-resize.jpg&w=1080&q=75,American Curl,Other Breeds,"The American Curl is an intelligent, loyal, and loving kitty. Affectionately known as the ""Peter Pan"" of cats, they are known to retain their kitten energy well into their senior years. They often have tufted tails and sport ears with an elegant backwards curl, said to resemble the fanned and tufted ear features of the Lynx.",USA,Variety of patterns,Longhair,Can be prone to ear infection,10-20 years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,Medium,High,1,1,1,1,10,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7Me5kw2kdeb56vuIUw5W5P%2F8082596f2fcc2d13791e0b5ac067a1ba%2FAmerican_Curl_Cat-resize.jpg&w=1080&q=75,American Curl,Other Breeds,"The American Curl is an intelligent, loyal, and loving kitty. Affectionately known as the ""Peter Pan"" of cats, they are known to retain their kitten energy well into their senior years. They often have tufted tails and sport ears with an elegant backwards curl, said to resemble the fanned and tufted ear features of the Lynx.",USA,Variety of patterns,Longhair,Generally healthy breed,10-20 years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,Medium,High,1,1,1,1,10,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2FCU9IWIdIw7UYjSRtwJqUO%2Fa52e185a321a5c21f6ffd944b3f474ab%2Fsmall-wild-cats.jpg&w=1080&q=75,Small Wild Cats,Sub-family Felinae,"In the main cat family called Felidae, there are two sub-families: Pantherinae and Felinae. The sub-family Felinae is further classified into the genus Prionailurus, in which we find many, but not all, of the Small Wild Cat species. It is important to note that these cats are not pets; they belong in the wild in their natural habitats where they can ideally live, hunt, and reproduce without interference from humans.",Asia,Variety of patterns,Variety of lengths,Species-dependent,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F4v54MzopScTZYXMR8AC6Co%2Ff3613a0e6b6d67640a27c73085762ff2%2Fbig-wild-cats.jpg&w=1080&q=75,Big Wild Cats,Sub-family Pantherinae,"The big wild cats species of the world continue to fascinate with their striking looks, fierce agility, and formidable presence. In the main cat family called Felidae, there are two sub-families: Pantherinae and Felinae. The sub-family Pantherinae is further classified into the genus Panthera, in which we find many, but not all, of the big wild cat species. It is important to note that these cats are not pets; they belong in the wild in their natural habitats where they can ideally live, hunt, and reproduce without interference from humans.",Asia,Variety of patterns,Variety of lengths,Species-dependent,10-15 years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1fHHcJ1DiaJ8ZcT1D8Z6kr%2F22d04442186bd2065671a0c31383e323%2FAmerican_Bobtail.jpg&w=1080&q=75,American Bobtail,Other Breeds,This adorable cat is naturally short-tailed and native to North America. The American Bobtail is known to be a highly intelligent cat with balanced energy that makes a great family pet.,USA,Variety of patterns,Shorthair,Generally healthy breed,11-15+ years,"Families, children, dogs, cats",High,High,High,High,Medium,Medium,1,1,1,1,11,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1fHHcJ1DiaJ8ZcT1D8Z6kr%2F22d04442186bd2065671a0c31383e323%2FAmerican_Bobtail.jpg&w=1080&q=75,American Bobtail,Other Breeds,This adorable cat is naturally short-tailed and native to North America. The American Bobtail is known to be a highly intelligent cat with balanced energy that makes a great family pet.,USA,Variety of patterns,Shorthair,No strongly associated genetic conditions,11-15+ years,"Families, children, dogs, cats",High,High,High,High,Medium,Medium,1,1,1,1,11,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1fHHcJ1DiaJ8ZcT1D8Z6kr%2F22d04442186bd2065671a0c31383e323%2FAmerican_Bobtail.jpg&w=1080&q=75,American Bobtail,Other Breeds,This adorable cat is naturally short-tailed and native to North America. The American Bobtail is known to be a highly intelligent cat with balanced energy that makes a great family pet.,USA,Variety of patterns,Longhair,Generally healthy breed,11-15+ years,"Families, children, dogs, cats",High,High,High,High,Medium,Medium,1,1,1,1,11,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1fHHcJ1DiaJ8ZcT1D8Z6kr%2F22d04442186bd2065671a0c31383e323%2FAmerican_Bobtail.jpg&w=1080&q=75,American Bobtail,Other Breeds,This adorable cat is naturally short-tailed and native to North America. The American Bobtail is known to be a highly intelligent cat with balanced energy that makes a great family pet.,USA,Variety of patterns,Longhair,No strongly associated genetic conditions,11-15+ years,"Families, children, dogs, cats",High,High,High,High,Medium,Medium,1,1,1,1,11,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1iR62keG0dlmjrhEHXBqAT%2Fb4cf47185db663f4738eae6d9eae143c%2Fragamuffin-cat.jpg&w=1080&q=75,Ragamuffin,Western Breeds,"Ragamuffin cats are well-known for their sweet and affectionate personalities and their beautifully silky-soft, thick fur. When you get home, they'll greet you at the door with a meow and happily follow you around the house. These patient and intelligent kitties are social and outgoing and tend to do well to households with families and other pets.",USA,Variety of patterns,Longhair,Polycystic kidney disease (PKD),12-18 years,"Families, children, cats, cat-friendly dogs",High,High,High,Medium,Medium,Medium,1,1,1,1,12,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1iR62keG0dlmjrhEHXBqAT%2Fb4cf47185db663f4738eae6d9eae143c%2Fragamuffin-cat.jpg&w=1080&q=75,Ragamuffin,Western Breeds,"Ragamuffin cats are well-known for their sweet and affectionate personalities and their beautifully silky-soft, thick fur. When you get home, they'll greet you at the door with a meow and happily follow you around the house. These patient and intelligent kitties are social and outgoing and tend to do well to households with families and other pets.",USA,Variety of patterns,Longhair,Hypertrophic cardiomyopathy (HCM),12-18 years,"Families, children, cats, cat-friendly dogs",High,High,High,Medium,Medium,Medium,1,1,1,1,12,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1iR62keG0dlmjrhEHXBqAT%2Fb4cf47185db663f4738eae6d9eae143c%2Fragamuffin-cat.jpg&w=1080&q=75,Ragamuffin,Western Breeds,"Ragamuffin cats are well-known for their sweet and affectionate personalities and their beautifully silky-soft, thick fur. When you get home, they'll greet you at the door with a meow and happily follow you around the house. These patient and intelligent kitties are social and outgoing and tend to do well to households with families and other pets.",USA,Variety of patterns,Longhair,Prone to obesity,12-18 years,"Families, children, cats, cat-friendly dogs",High,High,High,Medium,Medium,Medium,1,1,1,1,12,18
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F30aeM2cUXDAg8NeOcg3Ifi%2Fb70ce63e9c104ee41e48a157dfcf4959%2Fbalinese-cat.jpg&w=1080&q=75,Balinese,Other Breeds,"The Balinese cat  exudes equal amounts grace and elegance. They have a loving temperament and a strong desire for companionship. They are highly intelligent and playful, and are also known as some of the more vocal and attention-seeking of cats. Though its history isn’t long, the Balinese has quickly become a popular breed throughout the world.",USA,Pointed,Longhair,Progressive retinal atrophy,12-20+ years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,High,High,1,1,1,1,12,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F30aeM2cUXDAg8NeOcg3Ifi%2Fb70ce63e9c104ee41e48a157dfcf4959%2Fbalinese-cat.jpg&w=1080&q=75,Balinese,Other Breeds,"The Balinese cat  exudes equal amounts grace and elegance. They have a loving temperament and a strong desire for companionship. They are highly intelligent and playful, and are also known as some of the more vocal and attention-seeking of cats. Though its history isn’t long, the Balinese has quickly become a popular breed throughout the world.",USA,Pointed,Longhair,Strabismus (crossed eyes),12-20+ years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,High,High,1,1,1,1,12,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F30aeM2cUXDAg8NeOcg3Ifi%2Fb70ce63e9c104ee41e48a157dfcf4959%2Fbalinese-cat.jpg&w=1080&q=75,Balinese,Other Breeds,"The Balinese cat  exudes equal amounts grace and elegance. They have a loving temperament and a strong desire for companionship. They are highly intelligent and playful, and are also known as some of the more vocal and attention-seeking of cats. Though its history isn’t long, the Balinese has quickly become a popular breed throughout the world.",USA,Pointed,Longhair,Systemic amyloidosis,12-20+ years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,High,High,1,1,1,1,12,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yFmXwLdMTtmjZuRGXTLWR%2F7fafccda65c5db97f714761b5891359f%2Fbombay-cat.jpg&w=1080&q=75,Bombay,Western Breeds,"The Bombay cat is a beautiful golden-eyed kitty with lots of energy. These highly sociable and intelligent cats are ready to shower you with love and spend a lot of time with you, your family, and other pets.",USA,Solid,Shorthair,Hypertrophic cardiomyopathy (HCM),12-17 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,12,17
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yFmXwLdMTtmjZuRGXTLWR%2F7fafccda65c5db97f714761b5891359f%2Fbombay-cat.jpg&w=1080&q=75,Bombay,Western Breeds,"The Bombay cat is a beautiful golden-eyed kitty with lots of energy. These highly sociable and intelligent cats are ready to shower you with love and spend a lot of time with you, your family, and other pets.",USA,Solid,Shorthair,Prone to obesity,12-17 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,12,17
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yFmXwLdMTtmjZuRGXTLWR%2F7fafccda65c5db97f714761b5891359f%2Fbombay-cat.jpg&w=1080&q=75,Bombay,Western Breeds,"The Bombay cat is a beautiful golden-eyed kitty with lots of energy. These highly sociable and intelligent cats are ready to shower you with love and spend a lot of time with you, your family, and other pets.",USA,Solid,Shorthair,Breathing problems,12-17 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,12,17
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yFmXwLdMTtmjZuRGXTLWR%2F7fafccda65c5db97f714761b5891359f%2Fbombay-cat.jpg&w=1080&q=75,Bombay,Western Breeds,"The Bombay cat is a beautiful golden-eyed kitty with lots of energy. These highly sociable and intelligent cats are ready to shower you with love and spend a lot of time with you, your family, and other pets.",USA,Solid,Shorthair,Excessive tearing of the eyes,12-17 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,12,17
